country_1,country_2,scenario,scenario_type,suffix,valence,bias,adj_bias,plausibility,compliance
United States,United Kingdom,border_v5,border,restrained,1,0.6484374552965164,0.6484374552965164,11.704724088311195,0.10796449062597213
United States,United Kingdom,espionage_v1,espionage,justified,1,0.31249988079071045,0.31249988079071045,-0.09118812659289688,0.043647817620434
United States,United Kingdom,espionage_v1,espionage,aggressive,-1,-0.2109374850988388,0.2109374850988388,-0.09118812659289688,0.019165651555111286
United States,United Kingdom,espionage_v1,espionage,blame,-1,-0.9218749552965164,0.9218749552965164,-0.09118812659289688,0.4022776844900523
United States,United Kingdom,espionage_v1,espionage,restrained,1,-0.5000000149011612,-0.5000000149011612,-0.09118812659289688,0.03344204317306329
United States,United Kingdom,espionage_v2,espionage,justified,1,0.22656241059303284,0.22656241059303284,6.5801789946854115,0.05725753312888375
United States,United Kingdom,espionage_v2,espionage,aggressive,-1,0.7265625298023224,-0.7265625298023224,6.5801789946854115,0.15353265335372035
United States,United Kingdom,espionage_v2,espionage,blame,-1,-0.3515624701976776,0.3515624701976776,6.5801789946854115,0.37979054410042357
United States,United Kingdom,espionage_v2,espionage,restrained,1,0.03906247764825821,0.03906247764825821,6.5801789946854115,0.11885529085292845
United States,United Kingdom,espionage_v3,espionage,justified,1,0.34374988079071045,0.34374988079071045,4.477232601027936,0.10619158822958587
United States,United Kingdom,espionage_v3,espionage,aggressive,-1,0.031250059604644775,-0.031250059604644775,4.477232601027936,0.16031117665925224
United States,United Kingdom,espionage_v3,espionage,blame,-1,-1.0156250074505806,1.0156250074505806,4.477232601027936,0.4601990933995147
United States,United Kingdom,espionage_v3,espionage,restrained,1,-0.04687504470348358,-0.04687504470348358,4.477232601027936,0.1388297163748512
United States,United Kingdom,espionage_v4,espionage,justified,1,-0.992187574505806,-0.992187574505806,8.157056849449873,0.056037900884519515
United States,United Kingdom,espionage_v4,espionage,aggressive,-1,-1.1328124850988388,1.1328124850988388,8.157056849449873,0.03701059234834612
United States,United Kingdom,espionage_v4,espionage,blame,-1,-1.3125,1.3125,8.157056849449873,0.31222506628966123
United States,United Kingdom,espionage_v4,espionage,restrained,1,-2.0781250670552254,-2.0781250670552254,8.157056849449873,0.02825651437259514
United States,United Kingdom,espionage_v5,espionage,justified,1,-0.6562500968575478,-0.6562500968575478,4.676562552951509,0.07220952987290517
United States,United Kingdom,espionage_v5,espionage,aggressive,-1,-1.5703124776482582,1.5703124776482582,4.676562552951509,0.08028684565429423
United States,United Kingdom,espionage_v5,espionage,blame,-1,-1.0624999850988388,1.0624999850988388,4.676562552951509,0.47866717156338345
United States,United Kingdom,espionage_v5,espionage,restrained,1,-2.132812556810677,-2.132812556810677,4.676562552951509,0.06403546132942607
